,,,Before,,,,,,,,,,,After,,,,
,,,,,,,,,,,,,,,,,,
========== RoomId : 0 MemoryPooling before BENCHMARK SUMMARY ==========,,,,,,,,,,,========== RoomId : 0 MemoryPooling After BENCHMARK SUMMARY ==========,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,Name,Samples,Avg,Min,Max,p01,p99,StdDev
========== RoomId : 0 1Room+1000P+100M Y Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.12364,0.00199997,1.926,0.00199997,1.926,0.23233,,,,,,,,,,,
I-Flush,100,1.46039,0.00299996,6.206,0.00299996,6.206,2.22272,,,,,,,,,,,
D-Flush,100,0.98125,0.038,9.771,0.04,9.771,1.064,,,,,,,,,,,
Update,100,1.2375,0.005,3.273,0.00800002,3.273,0.893624,,,,,,,,,,,
Room,100,3.85374,0.102,16.842,0.15,16.842,3.21183,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M Y Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.14855,0.00199997,0.596,0.00200003,0.596,0.116606,,,,,,,,,,,
I-Flush,100,1.68573,0.00299996,5.797,0.00299996,5.797,1.86848,,,,,,,,,,,
D-Flush,100,0.928,0.32,1.68,0.456,1.68,0.285888,,,,,,,,,,,
Update,100,1.10151,0.268,2.395,0.399,2.395,0.466284,,,,,,,,,,,
Room,100,3.92062,0.633,8.794,1.107,8.794,2.13437,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M Y Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.12452,0.00199997,0.37,0.00299996,0.37,0.0748176,,,,,,,,,,,
I-Flush,100,1.46121,0.00299996,6.136,0.00299996,6.136,2.09009,,,,,,,,,,,
D-Flush,100,0.76787,0.413,1.648,0.414,1.648,0.225688,,,,,,,,,,,
Update,100,0.81796,0.43,1.855,0.433,1.855,0.284672,,,,,,,,,,,
Room,100,3.22195,1.04,9.581,1.18,9.581,2.1819,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M Y Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.14012,0.00200003,0.337,0.00299996,0.337,0.0720324,,,,,,,,,,,
I-Flush,100,1.6939,0.00299996,5.956,0.00299996,5.956,2.11561,,,,,,,,,,,
D-Flush,100,0.81688,0.387,1.453,0.431,1.453,0.205586,,,,,,,,,,,
Update,100,0.83124,0.299,1.551,0.301,1.551,0.257028,,,,,,,,,,,
Room,100,3.53525,0.869,8.228,0.99,8.228,2.3131,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M N Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.0148,0,0.034,0,0.034,0.00903217,,,,,,,,,,,
I-Flush,100,0.07644,0,0.395,0,0.395,0.121717,,,,,,,,,,,
D-Flush,100,0.1086,0.005,0.36,0.00599998,0.36,0.0543939,,,,,,,,,,,
Update,100,0.14734,0.011,0.54,0.023,0.54,0.0684208,,,,,,,,,,,
Room,100,0.35408,0.024,0.93,0.052,0.93,0.152314,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M N Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.017,0.005,0.0319999,0.00600004,0.0319999,0.00494368,,,,,,,,,,,
I-Flush,100,0.10965,0.000999987,0.334,0.000999987,0.334,0.116183,,,,,,,,,,,
D-Flush,100,0.11611,0.045,0.25,0.053,0.25,0.0348425,,,,,,,,,,,
Update,100,0.11687,0.052,0.199,0.054,0.199,0.0297965,,,,,,,,,,,
Room,100,0.36588,0.194,0.596,0.232,0.596,0.1012,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M N Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.01636,0.00299996,0.027,0.00300002,0.027,0.00521253,,,,,,,,,,,
I-Flush,100,0.09252,0.000999987,0.36,0.000999987,0.36,0.127992,,,,,,,,,,,
D-Flush,100,0.1206,0.051,0.253,0.052,0.253,0.0331961,,,,,,,,,,,
Update,100,0.10781,0.063,0.169,0.066,0.169,0.022599,,,,,,,,,,,
Room,100,0.34394,0.204,0.625,0.209,0.625,0.112574,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M N Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.01582,0.00300002,0.04,0.00400001,0.04,0.00587942,,,,,,,,,,,
I-Flush,100,0.0997,0.000999987,0.474,0.000999987,0.474,0.121275,,,,,,,,,,,
D-Flush,100,0.12493,0.053,0.535,0.054,0.535,0.0662401,,,,,,,,,,,
Update,100,0.11084,0.052,0.269,0.056,0.269,0.0337185,,,,,,,,,,,
Room,100,0.35782,0.198,0.678,0.203,0.678,0.112929,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M N Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.01625,0.00300002,0.031,0.00400001,0.031,0.00567516,,,,,,,,,,,
I-Flush,100,0.08711,0.000999987,0.317,0.000999987,0.317,0.123011,,,,,,,,,,,
D-Flush,100,0.11833,0.051,0.165,0.054,0.165,0.0286873,,,,,,,,,,,
Update,100,0.11195,0.064,0.201,0.07,0.201,0.0267441,,,,,,,,,,,
Room,100,0.34063,0.209,0.649,0.231,0.649,0.101178,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 1Room+1000P+100M N Pooling Y Chunk Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.01747,0.00400001,0.043,0.005,0.043,0.00615379,,,,,,,,,,,
I-Flush,100,0.10542,0.000999987,0.484,0.000999987,0.484,0.124065,,,,,,,,,,,
D-Flush,100,0.12008,0.052,0.49,0.056,0.49,0.0479002,,,,,,,,,,,
Update,100,0.11038,0.056,0.221,0.063,0.221,0.0263692,,,,,,,,,,,
Room,100,0.36006,0.199,0.691,0.205,0.691,0.109861,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 Object O SkillSystem X Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.16955,0.00199997,1.211,0.00299996,1.211,0.180695,,,,,,,,,,,
I-Flush,100,1.56616,0.00299996,6.202,0.00299996,6.202,2.18448,,,,,,,,,,,
D-Flush,100,0.89652,0.052,13.227,0.052,13.227,1.30875,,,,,,,,,,,
Update,100,0.87312,0.00599998,2.016,0.00800002,2.016,0.552189,,,,,,,,,,,
Room,100,3.55597,0.132,19.434,0.136,19.434,3.05384,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 Object O SkillSystem X Tick check BENCHMARK SUMMARY ==========,,,,,,,,,,,,,,,,,,
Name,Samples,Avg,Min,Max,p01,p99,StdDev,,,,,,,,,,,
SkillSystem,100,0.21378,0.005,0.527,0.00700003,0.527,0.119984,,,,,,,,,,,
I-Flush,100,1.72696,0.00299996,6.368,0.00300002,6.368,2.20004,,,,,,,,,,,
D-Flush,100,0.95669,0.543,1.476,0.549,1.476,0.23327,,,,,,,,,,,
Update,100,0.93907,0.387,1.942,0.548,1.942,0.271078,,,,,,,,,,,
Room,100,3.88834,1.179,9.263,1.285,9.263,2.36756,,,,,,,,,,,
======================================,,,,,,,,,,,,,,,,,,
========== RoomId : 0 Object O SkillSystem X SendBufferChunk X Tick check BENCHMARK SUMMARY ==========
Name,Samples,Avg,Min,Max,p01,p99,StdDev
SkillSystem,100,0.18067,0.00199997,2.665,0.00299996,2.665,0.310605
I-Flush,100,1.46529,0.00299996,6.226,0.00299996,6.226,2.2724
D-Flush,100,0.86668,0.043,9.715,0.056,9.715,0.996342
Update,100,0.80921,0.005,3.254,0.00800002,3.254,0.626595
Room,100,3.37177,0.134,15.764,0.138,15.764,3.07841
======================================
========== RoomId : 0 Object O SkillSystem X SendBufferChunk X Tick check BENCHMARK SUMMARY ==========
Name,Samples,Avg,Min,Max,p01,p99,StdDev
SkillSystem,100,0.21194,0.009,0.762,0.00999999,0.762,0.135394
I-Flush,100,1.59142,0.00299996,6.454,0.00299996,6.454,2.25466
D-Flush,100,0.98642,0.308,1.675,0.518,1.675,0.278327
Update,100,0.96624,0.297,1.92,0.344,1.92,0.370591
Room,100,3.80868,1.12,9.435,1.144,9.435,2.28531
======================================
========== RoomId : 0 USE_LOCK Object O SkillSystem X SendBufferChunk X Tick check BENCHMARK SUMMARY ==========
Name,Samples,Avg,Min,Max,p01,p99,StdDev
SkillSystem,100,0.01821,0,0.12,0,0.12,0.015696
I-Flush,100,0.10781,0.000999987,0.832,0.000999987,0.832,0.137367
D-Flush,100,0.10048,0.00700003,0.253,0.00700003,0.253,0.0465456
Update,100,0.16432,0.005,0.76,0.00500005,0.76,0.104312
Room,100,0.39787,0.02,1.762,0.032,1.762,0.219337
======================================
========== RoomId : 0 USE_LOCK Object O SkillSystem X SendBufferChunk X Tick check BENCHMARK SUMMARY ==========
Name,Samples,Avg,Min,Max,p01,p99,StdDev
SkillSystem,100,0.01925,0.00400001,0.069,0.00800002,0.069,0.00872854
I-Flush,100,0.07953,0.000999987,0.489,0.000999987,0.489,0.115786
D-Flush,100,0.11995,0.05,0.47,0.051,0.47,0.0504441
Update,100,0.11155,0.056,0.39,0.06,0.39,0.0408165
Room,100,0.33737,0.205,0.942,0.207,0.942,0.117136
======================================
